,player_id,actual_name,twitter_handle,position,height,height_inches,feet,inches,weight,shooting_hand,college,high_school,draft_team,draft_position,overall_pick,draft_round,round_pick,nba_debut,experience,nba_years,birthdate,birthyear,age,exact_age,birthplace,birthcity,birthstate,birthcountry,high_school_location,high_school_city,high_school_state,numbers,contract_terms,teams_colors,player_url,scrape_date
turneev01,turneev01,Evan Marcel Turner,@thekidet,Small Forward-Shooting Guard,6'7,79,6,7,205,Right,Ohio State University,St Joseph,Philadelphia 76ers,1st round 2nd pick 2nd overall,2,1,2,10/27/10,3 years,3,10/27/88,1988,25,25y 0m 40d 18H 0M 0S,"Chicago, Illinois",Chicago,Illinois,USA,"Westchester, Illinois",Westchester,Illinois,12,"Signed July 14, 2010.  Team Option for 2012-13 was picked up on June 30, 2011.  Team Option for 2013-14 was picked up on October 25, 2012.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2011-2014",http://www.basketball-reference.com/players/t/turneev01.html,12/7/13 15:54
udohek01,udohek01,Ekpedeme Friday Udoh,@EkpeUdoh,Center-Power Forward,6'10,82,6,10,240,Right,Baylor University,Sante Fe,Golden State Warriors,1st round 6th pick 6th overall,6,1,6,12/10/10,3 years,3,5/20/87,1987,26,26y 0m 201d 12H 0M 0S,"Edmond, Oklahoma",Edmond,Oklahoma,USA,"Edmond, Oklahoma",Edmond,Oklahoma,20;13;5,"Signed July 7, 2010.  Team Option for 2012-13 was picked up on June 29, 2011.  Team Option for 2013-14 was picked up on October 24, 2012.","poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ffd700;-Golden State Warriors, 2011-2012-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2012-2013-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2014",http://www.basketball-reference.com/players/u/udohek01.html,12/7/13 15:54
udrihbe01,udrihbe01,Beno Udrih,,Point Guard-Shooting Guard,6'3,75,6,3,205,Left,,,San Antonio Spurs,1st round 28th pick 28th overall,28,1,28,11/3/04,9 years,9,7/5/82,1982,31,31y 0m 155d 6H 0M 0S,"Celje, Slovenia",Celje,,Slovenia,,,,14;19;19;19;18,"Signed August 8, 2013 for an assumed minimum salary for 1 year.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#c0c0c0;-San Antonio Spurs, 2005-2007-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2008-2011-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2012-2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff4500;-New York Knicks, 2014",http://www.basketball-reference.com/players/u/udrihbe01.html,12/7/13 15:54
valanjo01,valanjo01,Jonas Valanciunas,,Center,6'11,83,6,11,231,Right,,,Toronto Raptors,1st round 5th pick 5th overall,5,1,5,10/31/12,1 year,1,5/6/92,1992,21,21y 0m 214d 18H 0M 0S,"Utena, Lithuania",Utena,,Lithuania,,,,17,"Signed July 17, 2012.  Team Option for 2014-15 picked up on October 24, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Toronto Raptors, 2013-2014",http://www.basketball-reference.com/players/v/valanjo01.html,12/7/13 15:54
varejan01,varejan01,Anderson Franca Varejao,@VAREJAOANDERSON,Center-Power Forward,6'10,82,6,10,230,Right,,,Orlando Magic,2nd round 1st pick 30th overall,30,2,1,11/4/04,9 years,9,9/28/82,1982,31,31y 0m 70d 6H 0M 0S,"Santa Teresa, Brazil",Santa Teresa,,Brazil,,,,17;17,"Signed July 10, 2009 for an assumed $47,954,545 plus incentives for 6 years.  2014-15 is partially guaranteed for $4,000,000.  2013-14 has up to $1,000,000 in unlikely incentives not included here.  Contract has a 5% trade kicker.","poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#8b7500;-Cleveland Cavaliers, 2005-2010-poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2011-2014",http://www.basketball-reference.com/players/v/varejan01.html,12/7/13 15:54
vasqugr01,vasqugr01,Greivis Josue Vasquez,@greivisvasquez,Shooting Guard-Point Guard,6'6,78,6,6,200,Right,University of Maryland,Montrose Christian School,Memphis Grizzlies,1st round 28th pick 28th overall,28,1,28,10/30/10,3 years,3,1/16/87,1987,26,26y 0m 325d 12H 0M 0S,"Caracas, Venezuela",Caracas,,Venezuela,"Rockville, Maryland",Rockville,Maryland,21;21;10,"Signed September 24, 2010.  Team Option for 2012-13 was picked up on January 24, 2012.  Team Option for 2013-14 was picked up on October 29, 2012.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2011-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2012-2013-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2014",http://www.basketball-reference.com/players/v/vasqugr01.html,12/7/13 15:54
veselja01,veselja01,Jan Vesely,@JanVesely24,Power Forward,6'11,83,6,11,240,Right,,,Washington Wizards,1st round 6th pick 6th overall,6,1,6,1/8/12,2 years,2,4/24/90,1990,23,23y 0m 227d 6H 0M 0S,"Ostrava, Czech Republic",Ostrava,,Czech Republic,,,,24,"Signed December 9, 2011 .  Team Option for 2013-14 picked up on October 19, 2012.  Team Option for 2014-15 was not picked up.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2014",http://www.basketball-reference.com/players/v/veselja01.html,12/7/13 15:54
villach01,villach01,Charlie Alexander Villanueva,@CV31,Power Forward,6'11,83,6,11,240,Right,University of Connecticut,Blair Academy,Toronto Raptors,1st round 7th pick 7th overall,7,1,7,11/2/05,8 years,8,8/24/84,1984,29,29y 0m 104d 18H 0M 0S,"Queens, New York",Queens,New York,USA,"Blairstown, New Jersey",Blairstown,New Jersey,31;31;31,"Signed July 8, 2009 for an assumed $37,700,000 plus incentives for 5 years.  Player Option for 2013-14 was picked up on May 13, 2013.  2013-14 has up to $500,000 in unlikely incentives.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#ff0000;-Toronto Raptors, 2006-poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ff0000;-Milwaukee Bucks, 2007-2009-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#ff0000;-Detroit Pistons, 2010-2014",http://www.basketball-reference.com/players/v/villach01.html,12/7/13 15:54
vucevni01,vucevni01,Nikola Vucevic,,Center,6'10,82,6,10,240,Right,University of Southern California,Stoneridge Preparatory School,Philadelphia 76ers,1st round 16th pick 16th overall,16,1,16,12/28/11,2 years,2,10/24/90,1990,23,23y 0m 44d 6H 0M 0S,"Morges, Switzerland",Morges,,Switzerland,"Simi Valley, California",Simi Valley,California,8;9,"Signed December 9, 2011.  Team Option for 2013-14 picked up on October 27, 2012.  Team Option for 2014-15 picked up on October 25, 2013.","poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2012-poptip uni_square-color:#ffffff;background-color:#0000ff;border-color:#000000;-Orlando Magic, 2013-2014",http://www.basketball-reference.com/players/v/vucevni01.html,12/7/13 15:54
wadedw01,wadedw01,Dwyane Tyrone Wade,@DwyaneWade,Shooting Guard-Point Guard,6'4,76,6,4,212,Right,Marquette University,Richards,Miami Heat,1st round 5th pick 5th overall,5,1,5,10/28/03,10 years,10,1/17/82,1982,31,31y 0m 324d 6H 0M 0S,"Chicago, Illinois",Chicago,Illinois,USA,"Oak Lawn, Illinois",Oak Lawn,Illinois,3;3,"Signed July 9, 2010 for an assumed $107,565,000 for 6 years.  2015-16 is a Player Option.  2014-15 is an ETO.  Contract includes a 15% trade bonus.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Miami Heat, 2004-2007-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#8b0000;-Miami Heat, 2008-2014",http://www.basketball-reference.com/players/w/wadedw01.html,12/7/13 15:54
waitedi01,waitedi01,Dion Waiters,@dionwaiters3,Shooting Guard,6'4,76,6,4,210,Right,Syracuse University,Burlington Life Center Academy,Cleveland Cavaliers,1st round 4th pick 4th overall,4,1,4,10/30/12,1 year,1,12/10/91,1991,21,21y 0m 362d 18H 0M 0S,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,USA,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,3,"Signed July 5, 2012.  Team Option for 2014-15 picked up on October 23, 2013.","poptip uni_square-color:#ffffff;background-color:#8b0000;border-color:#ffd700;-Cleveland Cavaliers, 2013-2014",http://www.basketball-reference.com/players/w/waitedi01.html,12/7/13 15:54
walkeke02,walkeke02,Kemba Hudley Walker,@KembaWalker,Point Guard,6'1,73,6,1,172,Right,University of Connecticut,Rice,Charlotte Bobcats,1st round 9th pick 9th overall,9,1,9,12/26/11,2 years,2,5/8/90,1990,23,23y 0m 213d 6H 0M 0S,"Bronx, New York",Bronx,New York,USA,"New York, New York",New York,New York,1;15,"Signed December 10, 2011.  Team Option for 2013-14 picked up on October 26, 2012.  Team Option for 2014-15 picked up on October 31, 2013.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Charlotte Bobcats, 2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#add8e6;-Charlotte Bobcats, 2013-2014",http://www.basketball-reference.com/players/w/walkeke02.html,12/7/13 15:54
wallage01,wallage01,Gerald Jermaine Wallace,,Small Forward-Power Forward,6'7,79,6,7,215,Right,University of Alabama,Childersburg,Sacramento Kings,1st round 25th pick 25th overall,25,1,25,10/30/01,12 years,12,7/23/82,1982,31,31y 0m 137d 6H 0M 0S,"Sylacauga, Alabama",Sylacauga,Alabama,USA,"Childersburg, Alabama",Childersburg,Alabama,3;3;3;3;45;45;45,"Signed July 11, 2012 for an assumed $40,000,000 for 4 years.","poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2002-2004-poptip uni_square-color:#ffffff;background-color:#ff3030;border-color:#191970;-Charlotte Bobcats, 2005-2007-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Charlotte Bobcats, 2008-2011-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2011-2012-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2012-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-poptip uni_square-color:#008000;background-color:#ffffff;border-color:#008000;-Boston Celtics, 2014",http://www.basketball-reference.com/players/w/wallage01.html,12/7/13 15:54
walljo01,walljo01,Johnathan Hildred Wall Jr.,@John_Wall,Point Guard,6'4,76,6,4,195,Right,University of Kentucky,Word of God Academy,Washington Wizards,1st round 1st pick 1st overall,1,1,1,10/28/10,3 years,3,9/6/90,1990,23,23y 0m 92d 6H 0M 0S,"Raleigh, North Carolina",Raleigh,North Carolina,USA,"Raleigh, North Carolina",Raleigh,North Carolina,2;2,"Signed July 8, 2010.  Team Option for 2012-13 picked up on June 19, 2011.  Team Option for 2013-14 picked up on October 19, 2012.  2013-14 maximum amount used for extension amount - needs to be updated when true figures are known.  Signed extension on July 31, 2013 for a maximum dollar amount for 5 years starting in 2014-15.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Washington Wizards, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2012-2014",http://www.basketball-reference.com/players/w/walljo01.html,12/7/13 15:54
watsocj01,watsocj01,Charles Akeem Watson Jr.,@quietstorm_32,Point Guard,6'2,74,6,2,180,Right,University of Tennessee,Bishop Gorman,,,,,,1/9/08,6 years,6,4/17/84,1984,29,29y 0m 233d 18H 0M 0S,"Las Vegas, Nevada",Las Vegas,Nevada,USA,"Las Vegas, Nevada",Las Vegas,Nevada,4;23;32;7;1;32,"Signed July 10, 2013 for an assumed $4,122,720 for 2 years.","poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Golden State Warriors, 2008-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#ff4500;-Golden State Warriors, 2008-2010-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2011-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000000;-Chicago Bulls, 2012-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2014",http://www.basketball-reference.com/players/w/watsocj01.html,12/7/13 15:54
watsoea01,watsoea01,Earl Joseph Watson,,Point Guard,6'1,73,6,1,195,Right,"University of California, Los Angeles",Washington,Seattle SuperSonics,2nd round 11th pick 39th overall,39,2,11,10/30/01,12 years,12,6/12/79,1979,34,34y 0m 178d 12H 0M 0S,"Kansas City, Kansas",Kansas City,Kansas,USA,"Kansas City, Kansas",Kansas City,Kansas,25;25;25;8;25;2;11;17,"Signed July 11, 2013 for an assumed minimum salary for 1 year.","poptip uni_square-color:#ffffff;background-color:#006400;border-color:#ffd700;-Seattle SuperSonics, 2002-2008-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#40e0d0;-Memphis Grizzlies, 2003-2004-poptip uni_square-color:#ffffff;background-color:#191970;border-color:#6ca6cd;-Memphis Grizzlies, 2005-poptip uni_square-color:#ffffff;background-color:#6ca6cd;border-color:#0000cd;-Denver Nuggets, 2006-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2009-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-2013-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2014",http://www.basketball-reference.com/players/w/watsoea01.html,12/7/13 15:54
webstma02,webstma02,Martell Webster,@MartellWebster,Small Forward-Shooting Guard,6'7,79,6,7,210,Right,,Seattle Preparatory School,Portland Trail Blazers,1st round 6th pick 6th overall,6,1,6,11/4/05,8 years,8,12/4/86,1986,27,27y 0m 3d 6H 0M 0S,"Edmonds, Washington",Edmonds,Washington,USA,"Seattle, Washington",Seattle,Washington,8;23;5;9,"Signed July 10, 2013 for an assumed $21,990,500 for 4 years.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2006-2009-poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2010-poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2011-2012-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#000080;-Washington Wizards, 2013-2014",http://www.basketball-reference.com/players/w/webstma02.html,12/7/13 15:54
westbru01,westbru01,Russell Westbrook,@russwest44,Point Guard,6'3,75,6,3,187,Right,"University of California, Los Angeles",Leuzinger,Seattle SuperSonics,1st round 4th pick 4th overall,4,1,4,10/29/08,5 years,5,11/12/88,1988,25,25y 0m 24d 18H 0M 0S,"Long Beach, California",Long Beach,California,USA,"Lawndale, California",Lawndale,California,0,"Signed extension on January 19, 2012 for an assumed $78,595,310 for 5 years starting in 2012-13.","poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#00008b;-Oklahoma City Thunder, 2009-2014",http://www.basketball-reference.com/players/w/westbru01.html,12/7/13 15:54
westda01,westda01,David Moorer West,@D_West30,Power Forward-Small Forward,6'9,81,6,9,240,Right,Xavier University,Garner,New Orleans Hornets,1st round 18th pick 18th overall,18,1,18,10/29/03,10 years,10,8/29/80,1980,33,33y 0m 99d 18H 0M 0S,"Teaneck, New Jersey",Teaneck,New Jersey,USA,"Garner, North Carolina",Garner,North Carolina,30;30;30;21,"Signed July 10, 2013 for an assumed $36,000,000 for 3 years.  2015-16 is a Player Option.","poptip uni_square-color:#ffffff;background-color:#008080;border-color:#800080;-New Orleans Hornets, 2004-2008-poptip uni_square-color:#ffffff;background-color:#008080;border-color:#800080;-New Orleans/Oklahoma City Hornets, 2006-2007-poptip uni_square-color:#ffffff;background-color:#009acd;border-color:#551a8b;-New Orleans Hornets, 2009-2011-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ffd700;-Indiana Pacers, 2012-2014",http://www.basketball-reference.com/players/w/westda01.html,12/7/13 15:54
willide01,willide01,Deron Michael Williams,@DeronWilliams,Point Guard,6'3,75,6,3,210,Right,University of Illinois at Urbana-Champaign,The Colony,Utah Jazz,1st round 3rd pick 3rd overall,3,1,3,11/2/05,8 years,8,6/26/84,1984,29,29y 0m 163d 18H 0M 0S,"Parkersburg, West Virginia",Parkersburg,West Virginia,USA,"The Colony, Texas",The Colony,Texas,8;8;8;8,"Signed July 11, 2012 for an assumed $98,772,325 for 5 years.  2016-17 is an ETO.  Contract includes a 15% trade kicker.","poptip uni_square-color:#ffffff;background-color:#000080;border-color:#6ca6cd;-Utah Jazz, 2006-2010-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#006400;-Utah Jazz, 2011-poptip uni_square-color:#ffffff;background-color:#000080;border-color:#ff0000;-New Jersey Nets, 2011-2012-poptip uni_square-color:#000000;background-color:#ffffff;border-color:#000000;-Brooklyn Nets, 2013-2014",http://www.basketball-reference.com/players/w/willide01.html,12/7/13 15:54
willide02,willide02,Derrick Williams,@RealDwill7,Power Forward-Small Forward,6'8,80,6,8,241,Right,University of Arizona,La Mirada,Minnesota Timberwolves,1st round 2nd pick 2nd overall,2,1,2,12/26/11,2 years,2,5/25/91,1991,22,22y 0m 196d 12H 0M 0S,"Bellflower, California",Bellflower,California,USA,"La Mirada, California",La Mirada,California,7;13,"Signed December 12, 2011.  Team Option for 2013-14 picked up on October 30, 2012.  Team Option for 2014-15 picked up on October 25, 2013.","poptip uni_square-color:#ffffff;background-color:#00688b;border-color:#000000;-Minnesota Timberwolves, 2012-2014-poptip uni_square-color:#ffffff;background-color:#800080;border-color:#000000;-Sacramento Kings, 2014",http://www.basketball-reference.com/players/w/willide02.html,12/7/13 15:54
williel01,williel01,Elliot Jerell Williams,@ewill901,Shooting Guard,6'5,77,6,5,180,Left,University of Memphis,St Georges Independent School,Portland Trail Blazers,1st round 22nd pick 22nd overall,22,1,22,12/27/11,1 year,1,6/20/89,1989,24,24y 0m 170d 0H 0M 0S,"Memphis, Tennessee",Memphis,Tennessee,USA,"Collierville, Tennessee",Collierville,Tennessee,9;25,"Signed November 20, 2013 for an assumed minimum salary for the remainder of the season and for 3 additional seasons.  2013-14, 2014-15 and 2015-16 are not guaranteed.","poptip uni_square-color:#ffffff;background-color:#000000;border-color:#ff0000;-Portland Trail Blazers, 2012-poptip uni_square-color:#ffffff;background-color:#ff0000;border-color:#0000ff;-Philadelphia 76ers, 2014",http://www.basketball-reference.com/players/w/williel01.html,12/7/13 15:54
